Video File,Device,Video App,Camera options,Location App,Notes,GB,FPS,Resolution,Lens,Camera mount,Vehicle,Camera mount position,Camera orientation,Horizontal angle,Vertical angle,id
20200627_134655.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,c2b66f87-cb2b-4468-9522-f03731ca9124
20200627_134954.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,8e7f0415-16d8-4fce-be91-c797a98853ee
20200627_135253.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,173f9b25-1aff-41e7-8442-9feb9e5ef139
20200627_135552.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,d03469e6-69ab-4900-9cd6-38f7ad00d8c6
20200627_135851.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,9f85aedd-09cc-4ad2-89db-79cec7356b5e
20200627_140150.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,de69bedf-28ac-4f3a-9775-035fda762a4d
20200627_140449.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,5c254d8f-6302-4361-8938-e1881fe0baa4
20200627_140748.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,62386d2c-8e17-4308-b9a9-344990b029a9
20200627_141047.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,21992472-cc7d-43fb-af10-09a351dc60c8
20200627_141346.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,e187d8df-c300-49b6-8bc5-b54ef3bda8fa
20200627_141645.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,11,806fa97e-1241-4adf-9b64-2dd3e6e37039
20200628_133119.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,9f7943af-0ad2-423c-8324-9ced190d770f
20200628_133322.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,292fbab8-a6a7-418b-af31-dceab391ee9c
20200628_133648.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,67aeedf5-2374-4d10-b9c0-3d6c72e7ee36
20200628_133929.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,Open Camera,,,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,11a8c5fd-01ad-4913-8c30-e8de11f94b76
20200630_131814.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,Cross Island Road west bound,4.3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14.6,de74e6b8-0ed3-4299-8c66-c882848b7328
20200630_133212.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,Cross Island Road east bound,4.3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14.6,9761ba94-7871-4e73-ad1d-d6ed1cc2cc09
20200630_133859.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,Cross Island Road west bound,0.4,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14.6,78d7e5cb-0d7d-416f-a8c9-307176324a2b
20200630_134257.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,Cross Island Road east bound,1.8,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14.6,65fcc8ee-1dc9-4b50-bfc8-683f5720629d
20200703_121802.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4.3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,30606a08-d735-45e8-94a2-8b1c068ddec6
20200703_122847.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,"4,3",30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,fad2eb0a-a849-4800-aa34-cdf3c96290da
20200703_124043.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4.3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,0a5d65b3-a121-4beb-9d8e-d7c38f3c70fd
20200703_125239.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,Royal Palms: dead trees 9:15-9:55,4.3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,fae1d382-19a4-47de-9df7-7f6cc6a2d55b
20200703_130434.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4.3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,c01c175a-fed6-4f1d-a867-cb25ac52480e
20200703_131630.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4.3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,e1420b25-7bf6-4ac5-8bb8-688e22b7fa7c
20200703_132826.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,3,30,3840x2160,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,2475cc91-72b6-43d2-9c4e-f479b1179bd4
20200706_120855.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,3.1,30,3840x2161,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,c1e78d4d-1920-4761-a791-11c1621319cf
20200706_122002.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4,30,3840x2162,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,2ed9f9b6-e1e4-45bc-9cfd-dd38374617dc
20200706_123047.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,3.9,30,3840x2163,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,b28c2e31-9fe4-4c0a-a7a9-de48d26ed469
20200706_124645.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4,30,3840x2164,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,070c1cdf-2fee-41e4-b1f0-14ca91158aa0
20200706_125730.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4,30,3840x2165,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,e3d2156b-c673-45c1-8e7e-4342438a9436
20200706_130926.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4,30,3840x2166,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,4181d073-cc6d-43bd-8a95-a68e29813edc
20200706_132122.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,4,30,3840x2167,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,4c93a978-47ae-4d02-820f-b1845d5b6eeb
20200706_133318.mp4,Samsung Gallaxy S10,Open Camera,Ultrawide lens; video stabilization,GPSLogger,,1.8,30,3840x2168,ultrawide,magnetic ball and socket,Miata,external; above top right-hand corner of windshield,landscape,45,14,b66d9324-50cd-46d4-b3db-85f197e1781b
